,Reference,Site Type,Latitude,Longitude,DateTime,Altitude,Discharge,Stream Slope,Width,Depth,Flow Velocity,Wind Speed,POC,DOC,TOC,pH,Water Temperature,Air Temperature,DO,Chl a,CO2,k,k600,CO2 Flux,CO2 Flux.1,Source,geometry
4171,Borges et al 2018,river channel,50.5818,5.5718,41011.5104166666,,,,1.0,,,,,,,,6.2,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5718 50.5818)
4172,Borges et al 2018,river channel,50.5818,5.5718,13/12/2012 12:35,,,,1.0,,,,,,,,4.5,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5718 50.5818)
4173,Borges et al 2018,river channel,50.5818,5.5718,18/12/2012 12:30,,,,1.0,,,,,,,,7.4,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5718 50.5818)
4174,Borges et al 2018,river channel,50.5818,5.5718,27/12/2012 12:45,,,,1.0,,,,,,,,8.4,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5718 50.5818)
4175,Borges et al 2018,river channel,50.5818,5.5718,41365.4861111111,,,,1.0,,,,,,,,8.9,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5718 50.5818)
4176,Borges et al 2018,river channel,50.5818,5.5718,41548.4791666666,,,,1.0,,,,,,,,7.7,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5718 50.5818)
4177,Borges et al 2018,river channel,50.5818,5.5718,17/01/2013 12:40,,,,1.0,,,,,,,,4.4,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5718 50.5818)
4178,Borges et al 2018,river channel,50.5818,5.5718,23/01/2013 13:00,,,,1.0,,,,,,,,4.1,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5718 50.5818)
4179,Borges et al 2018,river channel,50.5818,5.5718,41276.5416666666,,,,1.0,,,,,,,,6.7,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5718 50.5818)
4180,Borges et al 2018,river channel,50.5818,5.5718,41427.5416666666,,,,1.0,,,,,,,,5.7,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5718 50.5818)
4181,Borges et al 2018,river channel,50.5818,5.5718,13/02/2013 12:25,,,,1.0,,,,,,,,5.4,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5718 50.5818)
4182,Borges et al 2018,river channel,50.5818,5.5718,21/02/2013 11:45,,,,1.0,,,,,,,,4.9,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5718 50.5818)
4183,Borges et al 2018,river channel,50.5818,5.5718,28/02/2013 11:45,,,,1.0,,,,,,,,6.0,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5718 50.5818)
4184,Borges et al 2018,river channel,50.6389,5.5774,40726.4583333333,,207.0,,110.0,,,,,,,,7.7,,,1.06,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4185,Borges et al 2018,river channel,50.6389,5.5774,14/02/2011 10:12,,207.0,,110.0,,,,,,,,9.4,,,2.91,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4186,Borges et al 2018,river channel,50.6389,5.5774,21/02/2011 10:20,,207.0,,110.0,,,,,,,,9.2,,,2.82,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4187,Borges et al 2018,river channel,50.6389,5.5774,28/02/2011 09:45,,207.0,,110.0,,,,,,,,8.1,,,7.52,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4188,Borges et al 2018,river channel,50.6389,5.5774,40758.4409722222,,207.0,,110.0,,,,,,,,8.0,,,13.76,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4189,Borges et al 2018,river channel,50.6389,5.5774,14/03/2011 10:00,,207.0,,110.0,,,,,,,,10.7,,,49.4,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4190,Borges et al 2018,river channel,50.6389,5.5774,21/03/2011 11:00,,207.0,,110.0,,,,,,,,11.3,,,59.2,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4191,Borges et al 2018,river channel,50.6389,5.5774,28/03/2011 09:50,,207.0,,110.0,,,,,,,,14.0,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4192,Borges et al 2018,river channel,50.6389,5.5774,40637.375,,207.0,,110.0,,,,,,,,15.6,,,44.27,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4193,Borges et al 2018,river channel,50.6389,5.5774,40851.4131944444,,207.0,,110.0,,,,,,,,17.3,,,12.62,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4194,Borges et al 2018,river channel,50.6389,5.5774,20/04/2011 09:20,,207.0,,110.0,,,,,,,,18.8,,,38.01,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4195,Borges et al 2018,river channel,50.6389,5.5774,26/04/2011 09:40,,207.0,,110.0,,,,,,,,20.3,,,42.67,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4196,Borges et al 2018,river channel,50.6389,5.5774,40579.4305555555,,207.0,,110.0,,,,,,,,19.3,,,32.76,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4197,Borges et al 2018,river channel,50.6389,5.5774,40791,,207.0,,110.0,,,,,,,,22.0,,,46.71,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4198,Borges et al 2018,river channel,50.6389,5.5774,23/05/2011 00:00,,207.0,,110.0,,,,,,,,21.6,,,10.78,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4199,Borges et al 2018,river channel,50.6389,5.5774,40549,,207.0,,110.0,,,,,,,,21.2,,,11.77,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4200,Borges et al 2018,river channel,50.6389,5.5774,28/06/2011 09:50,,207.0,,110.0,,,,,,,,23.9,,,16.42,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4201,Borges et al 2018,river channel,50.6389,5.5774,40884.3333333333,,207.0,,110.0,,,,,,,,24.5,,,41.29,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4202,Borges et al 2018,river channel,50.6389,5.5774,25/07/2011 08:30,,207.0,,110.0,,,,,,,,21.4,,,5.06,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4203,Borges et al 2018,river channel,50.6389,5.5774,40763.4270833333,,207.0,,110.0,,,,,,,,22.3,,,3.59,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4204,Borges et al 2018,river channel,50.6389,5.5774,22/08/2011 09:36,,207.0,,110.0,,,,,,,,23.0,,,2.23,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4205,Borges et al 2018,river channel,50.6389,5.5774,40672.4770833333,,207.0,,110.0,,,,,,,,22.3,,,0.95,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4206,Borges et al 2018,river channel,50.6389,5.5774,19/09/2011 10:40,,207.0,,110.0,,,,,,,,19.3,,,0.77,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4207,Borges et al 2018,river channel,50.6389,5.5774,26/09/2011 10:55,,207.0,,110.0,,,,,,,,19.6,,,0.76,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4208,Borges et al 2018,river channel,50.6389,5.5774,40612.4444444444,,207.0,,110.0,,,,,,,,20.8,,,0.72,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4209,Borges et al 2018,river channel,50.6389,5.5774,40826.4187499999,,207.0,,110.0,,,,,,,,17.3,,,0.7,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4210,Borges et al 2018,river channel,50.6389,5.5774,17/10/2011 11:16,,207.0,,110.0,,,,,,,,16.2,,,0.31,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4211,Borges et al 2018,river channel,50.6389,5.5774,24/10/2011 11:30,,207.0,,110.0,,,,,,,,14.3,,,0.28,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4212,Borges et al 2018,river channel,50.6389,5.5774,31/10/2011 13:05,,207.0,,110.0,,,,,,,,15.6,,,0.37,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4213,Borges et al 2018,river channel,50.6389,5.5774,40735.4798611111,,207.0,,110.0,,,,,,,,15.6,,,0.25,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4214,Borges et al 2018,river channel,50.6389,5.5774,14/11/2011 11:12,,207.0,,110.0,,,,,,,,13.2,,,0.32,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4215,Borges et al 2018,river channel,50.6389,5.5774,21/11/2011 11:25,,207.0,,110.0,,,,,,,,12.3,,,0.23,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4216,Borges et al 2018,river channel,50.6389,5.5774,28/11/2011 11:06,,207.0,,110.0,,,,,,,,11.3,,,0.14,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4217,Borges et al 2018,river channel,50.6389,5.5774,40675.46875,,207.0,,110.0,,,,,,,,10.7,,,0.29,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4218,Borges et al 2018,river channel,50.6389,5.5774,40889.4652777777,,207.0,,110.0,,,,,,,,9.2,,,2.65,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4219,Borges et al 2018,river channel,50.6389,5.5774,20/12/2011 11:00,,207.0,,110.0,,,,,,,,6.0,,,2.04,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4220,Borges et al 2018,river channel,50.6389,5.5774,27/12/2011 10:40,,207.0,,110.0,,,,,,,,8.2,,,0.99,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4221,Borges et al 2018,river channel,50.6389,5.5774,40940.4791666666,,207.0,,110.0,,,,,,,,9.1,,,0.57,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4222,Borges et al 2018,river channel,50.6389,5.5774,41183.4187499999,,207.0,,110.0,,,,,,,,7.5,,,0.57,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4223,Borges et al 2018,river channel,50.6389,5.5774,18/01/2012 10:05,,207.0,,110.0,,,,,,,,6.8,,,0.24,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4224,Borges et al 2018,river channel,50.6389,5.5774,23/01/2012 09:41,,207.0,,110.0,,,,,,,,7.3,,,1.31,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4225,Borges et al 2018,river channel,50.6389,5.5774,31/01/2012 09:43,,207.0,,110.0,,,,,,,,6.3,,,0.19,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
